ALFONSECA,Antonio,30,CHW,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,4,4,C09,SA1,54,0,0,0,0,0,1,0,0,0,0,0,0.264,0.364,0.484,0.848,0,4,2,3,Y, , ,0, , , ,0,60, , , ,66.3, , , , , , ,2,833,100, ,7,25,13,30,9,28,13,8,13,13,21,13,23,13,8,13,13,14,13,13,29,8,36,13,13,27,13,32,9,13,13,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONZO,Edgardo,30,ATL,R,R,36,5,0,-4,3,0,7,5,0,0,34,0,9,9,N0,SA4,142,514,133,25,2,13,3,4,58,41,5,2, , , , ,0,4,0,3, ,W,M,0,0, , ,0,0,0,0,0,0.0,1,1,4,1,0,6.75,1, , ,14,0,25,14,30,8,28,30,7,26,31,9,32,14,26,0,31,39,33,24,22,29,8,14,27,9,27,18,32,8,13,24,13,31,12,35,0,1,11,6,6,1,11,6,1,6,6,1,6,2,11,1,6,4,6,7,6,7,1,6,6,1,11,6,6,1,6,5,6,6,6,8,1
ALLEN,Chad,30,FLA,R,R, ,7,0,-4,3,0,0,0,0,1,32,0,15,15,N0,SA3,12,24,5,1,1,0,0,1,0,5,0,0,0.125,0.167,0.125,0.292,0,4,0,3, ,W,M,0,1, , ,0,0,10,12,0,0.0,188,92,74,67,15,5.39,4, , ,812,6,25,13,30,9,28,30,8,26,13,9,24,40,26,8,31,13,33,24,13,29,8,42,32,13,27,17,32,8,34,24,13,32,12,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLEN,Luke,30,KC,L,R, ,7,0,-4,3,0,0,0,0,1,32,0,9,9,N0,SA1,2,2,0,0,0,0,0,0,0,0,0,0, , , , ,0,4,0,3, ,W,M,0,0,0, ,0,0,2,0,0,0.0,29,17,5,10,2,8.2,4, , ,110,7,25,24,30,9,13,24,8,24,24,9,24,13,26,8,31,24,14,24,13,29,8,40,24,13,27,17,32,8,24,24,13,24,12,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMANZA,Armando,30,DET,L,L, ,1,0,-4,3,0,0,0,0,0,20,1,4,4,E27,SA5,48,0,0,0,0,0,0,0,0,0,0,0,0.282,0.35,0.417,0.767,0,4,2,3,X, ,L,0, , , ,0,51, , , ,50.3, , , , , , ,2,985,73, ,8,25,13,30,13,13,24,21,24,13,13,24,13,26,9,31,13,13,24,13,13,23,14,24,13,24,13,32,36,13,24,13,24,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMONTE,Erick,30,ret.,R,R,50,6,0,-4,3,0,0,0,6,0,33,0,13,13,N0,SA1,31,100,26,6,0,1,2,1,8,24,1,0,0.206,0.229,0.324,0.552,0,4,0,3, ,W,M,0,2, , ,0,0,5,4,0,0.0,80,30,51,64,5,2.78,4, , ,470,0,25,22,30,8,28,13,7,13,13,9,13,14,26,0,31,39,14,24,13,29,8,14,13,9,27,20,32,8,34,24,23,13,12,35,0,1,7,6,11,6,6,6,1,6,6,6,6,6,7,1,11,6,6,7,6,11,6,6,6,6,7,6,11,6,6,6,6,6,6,8,1
ALMONTE,Hector,30,japan,R,R, ,1,0,-4,3,0,0,0,0,0,20,2,9,9,N0,SA2,32,1,0,0,0,0,0,0,0,1,0,0, , , , ,0,4,1,3,Y,W, ,2,0,0, ,0,35,3,8,16,36.7,51,30,16,30,1,5.74,3, , ,230,8,25,13,30,13,13,13,21,13,13,13,13,13,26,9,13,13,13,24,13,13,23,14,13,13,13,13,32,36,13,13,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMONTE,Edwin,30,SD,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,5,5,C11,SA3,12,1,0,0,0,0,0,0,0,0,0,0,0.243,0.336,0.414,0.75,0,4,1,3, , ,M,0, , , ,0,12, , , ,11.3, , , , , , ,4,672,100, ,8,25,24,30,13,24,24,21,24,24,13,24,13,24,9,31,24,13,24,13,29,23,14,24,13,27,13,32,36,13,24,13,24,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOMAR,Roberto,30,LA,B,R,52,4,0,-4,3,0,8,0,0,0,33,0,15,15,C20,SA5,140,516,133,28,2,5,12,3,59,77,12,2,0.143,0.217,0.167,0.384,0,4,0,3, ,W,M,0, , , ,0,0, , , ,0.0, , , , , , ,2,930,100, ,0,25,36,30,8,28,30,7,26,31,9,24,14,26,0,31,13,14,24,13,29,8,14,13,9,27,19,32,8,34,24,13,31,12,35,0,1,11,6,11,6,11,6,2,6,11,6,6,6,11,1,11,6,6,7,6,11,4,6,6,6,11,6,11,5,6,6,6,6,6,7,1
ALOMAR,Sandy,30,LA,R,R,53,2,7,-2,1,0,0,0,0,0,32,0,4,4,N0,SA1,75,194,52,12,0,5,5,0,4,17,0,0,0,0.143,0,0.143,0,4,0,3, ,W,M,0,0,0, ,0,0,6,3,1,0.0,83,33,32,56,6,3.28,3, , ,432,0,25,36,30,8,28,30,7,26,13,8,32,9,26,0,31,38,33,24,13,29,7,14,29,9,27,18,32,8,34,32,27,31,12,35,0,1,6,6,6,1,6,6,1,6,6,1,6,1,6,1,6,5,6,6,6,6,1,6,6,1,6,6,6,1,6,6,6,6,6,7,1
ALOU,Moises,30,NYM,R,R,3318,7,0,-4,3,0,0,0,0,2,32,0,9,9,N0,SA0,151,565,158,35,1,22,0,7,63,67,3,1,0,0.5,0,0.5,0,4,0,3, ,W,M,0,1,0, ,0,0,0,3,0,0.0,53,27,12,33,3,5.61,1, , ,238,6,25,14,30,8,28,30,7,26,13,8,32,9,26,6,31,40,14,24,22,29,7,14,13,9,27,16,32,8,34,24,13,31,12,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Wilson,30,COL,L,L,62,1,0,-4,3,0,0,0,0,0,20,2,5,5,E25,SA0,20,29,5,0,0,0,1,0,1,9,0,0,0.303,0.351,0.488,0.839,14,4,0,3,X,Z,G,3, , , ,12,21, , , ,95.0, , , , , , ,4,700,100, ,7,25,13,30,9,28,13,8,24,13,21,24,23,26,8,31,13,33,24,13,29,8,14,24,36,27,13,32,9,13,24,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Juan,30,SEA,L,L, ,1,0,-4,3,0,0,0,0,0,20,2,9,9,N0,SA2,9,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,4,9,3, ,W,L,0,0, , ,0,9,0,0,0,11.7,8,5,0,6,0,9,4, , ,28,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,13,13,30,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Victor,30,SD,L,L, ,1,0,-4,3,0,0,0,0,0,20,1,9,9,N0,SA2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3, ,W, ,0,3,0, ,0,5,1,0,0,5.7,58,18,21,54,4,2.37,4, , ,317,8,25,13,30,13,13,13,21,13,13,13,13,13,13,9,13,13,13,24,13,13,23,14,13,13,13,13,32,36,13,13,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEZAGA,Alfredo,30,SF,B,R, ,6,0,-4,3,0,0,3,7,0,32,0,16,16,N0,SA0,37,105,22,3,2,2,5,1,9,23,2,2,0.253,0.283,0.336,0.619,0,4,0,3, ,W,M,0, , , ,0,0, , , ,0.0, , , , , , ,4,251,100, ,0,25,22,30,9,28,13,8,26,13,9,13,14,26,0,31,39,33,24,13,29,8,14,13,14,27,20,32,8,34,32,13,30,12,35,0,1,11,5,11,1,11,6,1,6,6,2,6,2,11,1,11,2,6,7,2,11,1,6,6,2,11,6,11,1,6,2,4,6,2,7,1
ANDERSON,Marlon,30,CLE,L,R, ,4,0,-4,3,0,7,0,0,1,30,0,15,15,N0,SA2,145,482,130,27,3,6,4,3,41,60,19,3,0.2,0.273,0.25,0.523,0,4,0,3, ,W,M,0, , , ,0,0, , , ,0.0, , , , , , ,1,930,100, ,0,25,14,30,11,28,30,8,29,13,10,27,9,26,0,31,14,33,28,13,29,8,14,29,9,27,19,32,8,34,36,13,31,12,35,0,1,7,6,7,2,6,6,1,6,6,4,6,6,7,1,7,6,6,6,6,6,1,6,6,6,7,6,7,2,6,6,6,6,6,7,1
ANDERSON,Matt,30,f.a.,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,7,7,N0,SA3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,0,4,3,3, , ,M,0,1,0, ,0,23,1,1,0,23.3,27,16,13,30,1,5.47,4, , ,144,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,13,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Brian,30,CIN,B,L,69,1,0,-4,3,0,0,0,0,0,20,1,15,15,C26,SA2,3,1,0,0,0,0,0,0,1,0,0,0,0.125,0.222,0.167,0.389,9,3,0,3, ,Z, ,3, , , ,31,32, , , ,197.7, , , , , , ,2,930,100, ,8,25,13,30,14,28,30,21,27,13,14,13,14,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,29,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Garret,30,FLA,L,L,71,7,0,-4,3,0,0,0,0,3,34,0,12,12,D27,SA0,159,638,201,49,4,29,0,0,31,83,6,3,0.271,0.328,0.449,0.777,0,4,0,3, ,W,M,0, , , ,0,0, , , ,0.0, , , , , , ,0,928,100, ,0,25,13,30,8,28,30,0,26,13,8,30,8,26,0,31,9,14,24,9,29,0,40,29,8,27,17,32,7,34,32,13,31,12,35,1,1,11,6,6,2,6,6,1,6,6,6,6,6,11,1,6,6,6,7,6,7,1,6,6,6,11,6,6,2,6,6,6,6,6,8,1
ANDERSON,Jimmy,30,CIN,L,L, ,1,0,-4,3,0,0,0,0,0,20,2,9,9,C22,SA0,8,9,1,0,0,0,2,0,2,4,0,0,0.227,0.288,0.387,0.674,1,4,0,3, , ,L,0, , , ,7,8, , , ,38.7, , , , , , ,4,862,52, ,8,25,13,30,36,28,13,9,32,13,14,13,14,26,8,31,13,33,29,13,29,21,14,13,13,30,13,32,23,34,13,13,30,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Jason,30,DET,L,R, ,1,0,-4,3,0,0,0,0,0,20,2,8,8,E20,SA1,9,0,0,0,0,0,0,0,0,0,0,0,0.215,0.241,0.314,0.555,0,4,4,3, , ,L,0, , , ,0,28, , , ,31.3, , , , , , ,4,930,100, ,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,13,13,30,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPIER,Kevin,30,ATL,R,R,85,1,0,-4,3,0,0,0,0,0,20,2,6,6,N0,SA2,2,5,0,0,0,0,0,0,0,4,0,0, , , , ,4,4,0,3, , ,L,1,0, , ,23,23,0,0,0,111.7,0,0,0,1,0,0,3, , ,6,8,25,13,30,13,13,13,21,13,13,13,13,13,26,9,13,13,13,24,13,29,23,14,13,13,27,13,32,36,13,13,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAS,Tony,30,TEX,R,R,92,1,0,-4,3,0,0,0,0,0,20,2,7,7,N0,SA2,5,10,2,0,0,0,0,0,0,2,0,0, , , , ,11,4,0,3,Y,Z, ,0,0,0, ,5,5,2,1,1,31.0,30,17,15,19,4,6.46,4, , ,144,7,25,13,30,9,28,13,8,29,13,9,13,23,26,8,31,13,33,27,13,29,8,14,13,36,27,21,32,8,34,30,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROYO,Bronson,30,HOU,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,6,6,N0,SA1,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.048,0.095,0.143,0,2,13,1,X,Z,H,0,1,0, ,0,6,3,6,0,17.3,80,40,26,47,1,4.86,4, , ,362,8,25,13,30,36,28,13,9,13,13,13,13,13,26,8,31,13,13,13,13,29,21,14,13,13,27,13,32,23,34,13,13,13,12,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASENCIO,Miguel,30,ANA,R,R,101,1,0,-4,3,0,0,0,0,0,20,2,8,8,N0,SA2,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,4,4,0,3, , ,G,2,0,0, ,8,8,5,3,0,48.3,31,12,21,30,1,2.2,4, , ,220,8,25,13,30,13,28,13,21,27,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,30,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHBY,Andy,30,CIN,R,R,103,1,0,-4,3,0,0,0,0,0,20,2,12,12,N0,SA2,20,14,0,0,0,0,3,0,0,8,0,0,0.222,0.222,0.389,0.611,3,4,0,3, ,Z, ,1, , , ,12,21, , , ,73.0, , , , , , ,4,28,100, ,9,25,13,30,13,28,32,23,30,13,13,13,13,26,21,31,13,13,13,13,30,36,14,13,13,32,13,32,13,32,13,13,30,12,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTACIO,Pedro,30,BOS,R,R,106,1,0,-4,3,0,0,0,0,0,20,2,12,12,N0,SA2,7,11,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,4,0,3, , ,M,2,1,0, ,7,7,4,6,0,36.7,75,32,14,50,5,2.98,4, , ,422,8,25,13,30,36,28,30,9,32,13,13,32,13,26,8,31,13,32,27,13,29,21,14,30,13,27,13,32,23,30,32,30,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATKINS,Garrett,30,CHC,R,R,3362,5,0,-4,3,0,0,3,0,0,31,0,10,10,N0,SA4,25,69,11,2,0,0,0,1,3,14,0,0,0,0,0,0,0,4,0,3, ,W,M,0,0,0,0,0,0,0,1,0,0.0,19,11,10,13,0,6.19,4, , ,92,8,25,13,30,14,28,30,8,27,13,22,27,39,26,8,31,13,33,28,13,29,9,14,29,13,27,20,32,9,34,32,13,32,12,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURILIA,Rich,30,DET,R,R,111,6,0,-4,3,0,0,0,8,0,32,0,10,10,N0,SA1,129,505,140,26,1,13,0,1,36,82,2,2, , , , ,0,4,0,3, ,W,M,0,1,0, ,0,0,1,5,0,0.0,64,31,21,30,1,4.84,2, , ,285,0,25,14,30,8,28,32,7,26,13,8,24,9,26,0,31,39,33,24,23,29,7,14,13,9,27,20,32,8,13,24,13,31,12,35,0,1,7,6,6,1,6,6,1,6,6,1,6,1,7,1,6,6,6,8,6,6,1,6,6,1,7,6,6,1,6,2,6,6,6,8,1
AUSMUS,Brad,30,FLA,R,R,113,2,9,2,1,0,0,0,0,0,34,0,10,10,F23,SA0,143,450,103,12,2,4,4,4,46,66,5,3,0.276,0.351,0.471,0.822,0,4,0,3, ,W,M,0, , , ,0,0, , , ,0.0, , , , , , ,1,975,100, ,0,25,36,30,9,28,32,8,26,13,9,29,14,26,7,31,38,33,24,13,29,8,14,13,14,27,19,32,8,34,27,13,31,12,35,0,1,7,6,7,2,11,6,1,6,11,4,11,6,7,1,7,6,6,8,6,11,1,6,6,6,7,6,7,2,11,6,6,11,6,8,1
AUSTIN,Jeff,30,MON,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,9,9,R26,SA0,7,8,1,0,0,0,2,0,0,5,0,0,0.315,0.379,0.49,0.869,1,4,0,3,Y,W,M,2, , , ,7,7, , , ,28.3, , , , , , ,4,957,100, ,8,25,13,30,23,28,13,9,13,13,36,13,13,26,8,31,13,13,24,13,13,9,14,13,13,13,13,32,21,13,32,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVERY,Steve,30,TEX,L,L, ,1,0,-4,3,0,0,0,0,0,20,1,11,11,N0,SA1,2,1,1,0,0,0,0,0,0,0,0,0, , , , ,0,4,3,3, , ,M,0,0,0,0,0,19,1,3,0,16.0,28,21,24,40,0,5.73,4, , ,181,7,25,23,30,8,28,13,7,13,13,8,13,9,26,7,31,36,33,24,13,29,7,14,13,9,27,21,32,8,34,13,13,13,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYALA,Luis,30,LA,R,R,3455,1,0,-4,3,0,0,0,0,0,20,2,8,8,N0,PB0,62,1,0,0,0,0,0,0,0,0,0,0,0.211,0.302,0.421,0.723,0,4,14,3,Y,Z, ,3, , , ,0,65, , , ,71.0, , , , , , ,1,441,100, ,8,25,13,30,13,28,30,21,29,13,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,32,27,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYBAR,Manny,30,HOU,R,R, ,1,0,-4,3,0,0,0,0,0,20,1,11,11,N0,SA0,3,0,0,0,0,0,0,0,0,0,0,0,0.136,0.136,0.318,0.455,0,4,3,3, ,W,M,0, , , ,0,3, , , ,3.0, , , , , , ,4,930,100, ,7,25,13,30,9,28,13,8,13,13,9,13,23,26,8,31,13,33,13,13,29,8,14,13,36,27,21,32,8,34,13,13,13,12,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACKE,Brandon,30,CLE,R,R,122,1,0,-4,3,0,0,0,0,0,20,2,8,8,N0,SA1,1,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,3,3,2,Y,W, ,3,1,0,0,0,28,1,0,0,44.7,33,25,15,18,0,7.94,4, , ,160,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,13,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACSIK,Mike,30,SD,L,L,124,1,0,-4,3,0,0,0,0,0,20,1,7,7,N0,SA0,4,3,0,0,0,0,0,0,0,1,0,0,0.158,0.238,0.211,0.449,1,4,0,3, , ,M,2,1,0, ,3,5,1,5,0,17.7,88,42,19,33,1,6.13,4, , ,352,8,25,13,30,13,28,30,21,29,13,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,30,13,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAERGA,Carlos,30,SF,B,R,125,3,0,-4,3,2,6,3,0,0,28,0,5,5,N0,SA1,105,207,71,13,0,4,1,2,18,20,1,1, , , , ,0,4,0,3, ,W,M,0,0, , ,0,0,0,0,0,0.0,1,0,0,2,0,0,3, , ,17,0,25,14,30,7,28,30,7,26,13,8,37,8,26,0,31,9,14,24,9,29,7,14,13,8,27,20,32,7,34,24,22,31,12,35,0,1,8,6,6,1,6,6,1,6,6,5,6,6,8,1,6,6,6,7,6,6,1,6,6,6,8,6,6,1,6,6,6,6,6,7,1
BAEZ,Danys,30,f.a.,R,R,3415,1,0,-4,3,0,0,0,0,0,20,1,6,6,N0,SA1,5,1,0,0,0,0,0,0,0,0,0,0,0.667,0.667,1,1.667,0,4,10,3,X, , ,0,0,0, ,0,73,13,6,0,75.7,172,87,63,192,7,4.35,0, , ,860,8,25,13,30,13,28,30,21,29,13,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,32,27,32,12,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
