ALLEN,Chad,30,TEX,R,R,39,7,0,-4,3,0,0,0,0,2,32,0,F,15,14,0,20,58,14,4,1,0,2,0,2,13,0,1,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,13,30,8,28,30,7,29,13,9,27,9,26,0,31,13,33,24,13,12,8,14,13,40,27,17,32,8,34,32,26,31,13,35,0,2,6,6,6,2,6,6,2,6,6,6,6,6,6,2,6,6,6,6,6,6,2,6,6,6,6,6,6,2,6,6,6,6,6,7,2
ALMANZAR,Carlos,30,ANA,R,R,48,1,0,-4,3,0,0,0,0,0,20,2, ,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,11,3,Y,Z, ,1,2,0, ,0,67,7,3,0,73,66,30,19,44,0,0,1,0,0,0,8,25,13,13,13,13,24,21,24,13,13,24,13,13,9,13,13,13,24,13,12,23,14,24,13,13,13,13,36,13,24,13,24,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOMAR JR.,Sandy,30,f.a.,R,R,53,2,7,3,2,0,0,0,0,0,32,0,S,4,0,0,50,146,35,4,0,2,3,2,11,13,0,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,22,30,8,28,30,8,29,13,9,32,14,26,7,31,36,33,24,38,12,8,14,27,9,27,19,32,8,34,24,26,31,13,35,0,1,8,6,7,1,7,6,1,6,7,5,6,6,8,1,7,6,6,7,6,7,1,6,6,6,8,6,7,1,7,6,6,7,6,7,1
ALOMAR,Roberto,30,LA,B,R,52,4,0,-4,3,0,7,0,0,0,33,0,F,15,9,0,56,171,45,6,2,4,1,1,14,31,0,2,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,14,30,8,28,30,7,29,13,9,29,14,26,0,31,36,33,24,13,12,8,14,13,9,27,19,32,8,13,32,26,31,13,35,0,1,7,6,7,1,6,6,1,6,6,1,6,2,7,1,7,2,6,8,2,7,1,6,6,1,7,6,7,1,6,2,6,6,4,8,1
ALOU,Moises,30,CHW,R,R,3318,7,0,-4,3,0,0,0,0,2,32,0, ,9,33,0,155,601,176,36,3,39,0,0,68,80,3,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,14,30,8,28,30,6,29,13,8,27,9,26,6,31,40,14,24,14,12,7,14,13,9,27,17,32,8,34,32,26,31,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Tony,30,OAK,R,R,60,7,0,-4,3,0,0,0,0,2,32,0,F,15,0,0,24,38,8,2,0,1,0,1,4,7,0,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,25,42,30,9,28,30,8,29,13,40,30,14,26,8,31,13,33,24,13,12,8,14,27,14,27,15,32,9,34,32,26,32,13,35,0,1,6,1,6,1,6,1,1,1,6,1,5,1,6,1,6,1,1,6,1,6,1,1,1,1,6,1,6,1,6,1,1,6,1,6,1
ALVAREZ,Wilson,30,TB,L,L,62,1,0,-4,3,0,0,0,0,0,20,2,S,5,0,0,39,31,5,0,0,0,2,0,1,14,0,0,0.229,0.25,0.371,0.621,5,4,6,3,Y,Z, ,1,2,0, ,15,40,7,6,1,121,109,54,31,102,0,0,2,0,0,0,7,25,13,30,21,13,13,8,29,13,23,24,13,13,8,31,13,14,24,13,12,9,36,24,13,27,13,32,9,13,24,13,24,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEZAGA,Alfredo,30,PIT,B,R,65,6,0,-4,3,0,6,4,8,0,32,0,F,16,24,0,73,93,15,2,0,2,6,3,3,24,3,2,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,13,30,11,28,30,8,29,13,39,27,13,26,8,31,13,33,24,13,12,9,14,29,13,27,21,32,42,34,32,26,31,13,35,0,1,7,6,7,1,7,6,1,6,6,1,6,1,7,1,7,1,6,7,6,7,1,6,6,1,7,6,7,1,6,1,6,6,1,7,1
ANDERSON,Brian,30,COL,B,L,69,1,0,-4,3,0,0,0,0,0,20,1,F,15,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0.229,0.25,0.371,0.621,3,3,0,3, , ,L,1,3,0, ,26,35,6,12,0,166,217,104,53,70,0,0,3,0,0,0,8,25,13,30,13,28,30,21,29,30,13,32,13,26,9,31,13,33,24,13,12,23,14,30,13,27,13,32,36,34,32,26,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Garret,30,NYM,L,L,71,7,0,-4,3,0,0,0,0,3,34,0, ,12,26,0,112,442,133,20,1,14,0,1,29,75,2,1,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,40,30,8,28,30,7,29,13,8,29,9,26,0,31,9,14,28,13,12,7,14,13,8,27,16,32,8,34,32,13,31,13,35,1,4,7,6,6,6,7,6,6,6,6,6,6,6,7,5,6,6,6,8,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,8,2
ANDERSON,Marlon,30,PHI,L,R,74,4,0,-4,3,2,6,0,0,1,30,0,F,15,29,0,113,253,60,12,0,8,0,1,12,38,6,2,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,13,30,10,28,30,7,29,30,9,32,36,26,0,31,13,33,24,13,12,8,14,29,9,27,19,32,8,34,32,26,31,13,35,1,6,11,6,11,6,6,6,6,6,6,6,6,6,11,6,11,6,6,6,6,6,6,6,6,6,11,6,11,6,6,6,6,6,6,11,5
AQUINO,Greg,30,CIN,R,R,3502,1,0,-4,3,0,0,0,0,0,20,1, ,7,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,11,3,Y, , ,3,0,0, ,0,34,0,2,16,35,24,12,17,26,0,0,3,0,0,0,8,25,13,30,13,28,30,21,29,27,13,27,13,26,9,31,13,33,24,13,12,23,14,29,13,27,13,32,36,34,32,29,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAS JR.,Tony,30,BAL,R,R,92,1,0,-4,3,0,0,0,0,0,20,2, ,7,0,0,15,16,0,0,0,0,5,0,0,5,0,0,0.229,0.25,0.371,0.621,4,4,0,3,Y,W,L,0,1,0, ,16,16,2,4,0,72,66,39,45,54,0,0,4,0,0,0,9,25,13,30,13,28,30,23,29,30,13,32,13,26,21,31,13,33,30,13,12,36,14,32,13,27,13,32,13,34,32,30,32,13,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROYO,Bronson,30,SF,R,R,100,1,0,-4,3,0,0,0,0,0,20,1,S,6,0,0,3,6,0,0,0,0,1,0,0,5,0,0,0.229,0.25,0.371,0.621,8,3,0,3,Y,Z,G,2,2,0, ,29,32,10,9,0,179,171,80,47,142,0,0,3,0,0,0,8,25,13,30,13,13,13,21,13,13,13,13,13,26,9,13,13,13,24,13,12,23,14,13,13,13,13,32,36,13,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATCHISON,Scott,30,CLE,R,R,3549,1,0,-4,3,0,0,0,0,0,20,2,S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,9,3,X, , ,3,0,0,0,0,25,2,3,0,31,29,12,14,36,0,0,4,0,0,0,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,12,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURILIA,Rich,30,SEA,R,R,111,5,0,-4,3,2,6,3,8,0,32,0, ,10,26,0,124,399,98,21,2,6,3,4,37,71,1,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,14,30,8,28,30,8,29,13,9,32,14,26,0,31,39,33,24,13,12,8,14,13,9,27,19,32,8,34,24,26,31,13,35,0,1,7,6,7,2,6,6,1,6,6,5,6,6,7,1,7,6,6,7,6,7,1,6,6,6,7,6,7,2,6,6,6,6,6,7,1
AUSMUS,Brad,30,LA,R,R,113,2,9,-1,1,0,0,0,0,0,34,0, ,10,20,0,129,403,100,14,1,5,7,2,33,56,2,2,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,36,30,8,28,30,7,29,13,9,32,14,26,7,31,38,33,24,13,12,8,14,27,9,27,19,32,8,34,24,26,31,13,35,0,1,8,6,7,1,6,6,1,6,6,2,6,6,8,1,7,6,6,6,6,6,1,6,6,4,8,6,7,1,6,6,6,6,6,7,1
AYALA,Luis,30,MIL,R,R,3455,1,0,-4,3,0,0,0,0,0,20,2, ,8,0,0,79,9,3,1,0,0,1,0,0,3,0,0,0.229,0.25,0.371,0.621,0,3,14,2,Y,Z,G,2,2, , ,0,81,6,12,2,90,92,27,15,63,0,0,0,0,0,0,6,25,23,30,8,28,13,7,29,13,8,13,9,26,7,31,36,33,24,13,12,8,14,13,9,27,21,32,8,13,13,13,13,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACKE,Brandon,30,CHW,R,R,122,1,0,-4,3,0,0,0,0,0,20,2, ,8,0,0,34,16,5,0,0,1,3,1,1,8,0,0,0.229,0.25,0.371,0.621,4,4,5,3,Y, ,L,1,2,0, ,9,33,5,3,0,67,75,32,27,54,0,0,3,0,0,0,7,25,23,30,8,28,13,7,13,13,8,13,9,26,7,31,36,14,13,13,12,8,42,13,9,13,21,32,8,13,13,13,13,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAERGA,Carlos,30,ANA,B,R,125,3,0,-4,3,2,0,0,0,0,28,0,S,4,0,0,79,85,20,2,0,2,0,3,6,12,0,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,42,30,8,28,24,8,29,24,9,24,14,26,7,31,37,33,24,13,12,8,14,24,9,27,20,32,8,24,24,13,24,13,35,0,1,7,6,7,1,6,6,1,6,6,1,6,1,7,1,7,1,6,8,1,7,1,6,6,1,7,6,7,1,6,1,6,6,5,8,1
BAEZ,Danys,30,COL,R,R,3415,1,0,-4,3,0,0,0,0,0,20,1,S,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,12,3,Y, ,G,3,0, , ,0,62,4,4,30,68,60,27,29,52,0,0,2,0,0,0,8,25,13,30,13,28,30,21,29,30,13,27,13,26,9,31,13,33,24,32,12,23,14,29,13,27,13,32,36,34,33,27,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGWELL,Jeff,30,LA,R,R,126,3,0,-4,3,4,0,0,0,0,21,0, ,12,24,0,156,572,152,29,2,27,0,8,96,131,6,4,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,25,14,30,10,28,13,8,29,13,9,13,14,26,6,31,37,14,24,13,12,8,14,13,9,27,19,32,8,34,41,22,13,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAKO,Paul,30,ANA,L,R,3346,2,7,0,1,0,0,0,0,0,32,0,S,6,26,0,49,138,28,8,0,1,1,2,15,29,1,0,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,25,36,30,9,28,30,8,29,13,22,13,14,26,8,31,38,33,24,13,12,8,14,13,14,27,20,32,9,34,24,26,32,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALDELLI,Rocco,30,SF,R,R,3464,7,0,-4,3,0,0,0,0,2,36,0,F,18,31,0,136,518,145,27,3,16,3,8,30,88,17,4,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,25,22,30,11,28,32,7,29,13,8,13,9,26,6,31,40,14,24,13,12,8,14,13,9,27,15,32,8,34,27,26,31,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALFOUR,Grant,30,TB,R,R,3380,1,0,-4,3,0,0,0,0,0,20,2, ,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,7,3,X,W,G,3,2,0, ,0,36,4,1,0,39,35,19,21,42,0,0,3,0,0,0,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,12,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAJAS,Rod,30,COL,R,R,147,2,7,2,2,2,0,0,0,0,31,0,S,5,14,0,108,358,89,26,1,15,8,3,13,63,0,1,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,25,22,30,8,28,32,6,29,13,9,27,36,26,6,31,38,33,28,13,12,8,14,13,9,27,20,32,8,34,30,13,30,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRETT,Michael,30,SD,R,R,164,2,8,-1,2,0,0,0,0,0,33,0, ,8,9,0,134,456,131,32,6,16,4,5,33,64,1,4,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,14,30,8,28,32,0,29,13,8,13,9,26,0,31,36,33,24,22,12,7,14,13,9,27,18,32,8,13,24,26,31,38,35,1,2,6,6,6,6,6,6,2,6,6,6,6,6,6,2,6,6,6,7,6,7,2,6,6,6,6,6,6,2,6,6,6,6,6,8,1
BARTOSH,Cliff,30,BAL,L,L,3578,1,0,-4,3,0,0,0,0,0,20,1, ,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,5,3,X,W,L,0,0, ,0,0,34,1,0,0,19,22,10,11,25,0,0,3,0,0,0,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,12,23,14,13,13,27,13,32,36,34,29,13,30,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATISTA,Miguel,30,f.a.,R,R,176,1,0,-4,3,0,0,0,0,0,20,2, ,11,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0.229,0.25,0.371,0.621,6,3,0,3, ,W, ,3,2,0, ,31,38,10,13,5,199,206,106,96,104,0,0,2,0,0,0,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,12,23,14,13,13,27,13,32,36,34,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATISTA,Tony,30,DET,R,R,177,5,0,-4,3,0,0,3,0,0,34,0, ,10,27,0,157,606,146,30,2,32,4,4,26,78,14,6,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,30,10,28,30,0,29,32,9,27,39,26,0,31,13,33,24,30,12,8,14,27,9,27,19,32,8,34,32,26,30,13,35,1,1,11,6,6,1,6,6,1,6,6,1,6,2,11,1,6,4,6,11,6,11,1,6,6,1,11,6,6,1,6,6,6,6,6,7,1
BAUER,Rick,30,FLA,R,R,182,1,0,-4,3,0,0,0,0,0,20,2,S,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,3,2,4,1,Y, ,G,1,0,0, ,2,23,2,1,0,54,49,28,20,37,0,0,4,0,0,0,8,25,13,30,13,28,13,21,29,13,13,13,13,26,9,31,13,33,24,13,12,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAUTISTA,Jose-A,30,TOR,R,R,3526,7,0,-4,3,0,0,3,0,1,32,0,F,15,14,0,64,88,18,3,0,0,0,0,7,40,0,1,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,25,13,30,9,28,13,8,29,13,40,13,14,26,8,31,13,33,13,13,12,8,14,13,14,27,17,32,9,13,13,13,13,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAUTISTA,Danny,30,CHW,R,R,184,7,0,-4,3,0,0,0,0,2,36,0, ,12,29,0,141,539,154,27,1,11,1,4,35,66,6,2,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,14,30,8,28,30,7,29,32,8,24,9,26,0,31,40,33,24,13,12,7,14,32,9,27,15,32,8,13,24,26,31,13,35,0,1,11,6,6,1,7,6,1,6,11,1,6,3,11,1,6,6,6,8,6,7,1,6,6,6,11,6,6,1,6,6,6,6,6,8,1
BAY,Jason,30,ANA,R,R,3398,7,0,-4,3,0,0,0,0,2,35,0,F,15,16,0,120,411,116,24,4,26,5,10,41,129,4,6,0.229,0.25,0.371,0.621,0,4,0,3, ,W,M,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,25,14,30,10,28,13,5,29,13,8,13,9,26,5,31,42,14,24,13,12,8,14,13,9,27,16,32,8,34,40,13,13,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BECK,Rod,30,NYY,R,R,3401,1,0,-4,3,0,0,0,0,0,20,1,S,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.229,0.25,0.371,0.621,0,4,2,3, , ,M,3,0,0,0,0,26,0,2,0,24,27,17,9,15,0,0,4,0,0,0,7,25,13,30,9,28,13,8,29,13,9,13,21,13,7,31,13,14,13,13,12,8,36,13,23,27,13,32,8,13,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BECKETT,Josh,30,CHW,R,R,195,1,0,-4,3,0,0,0,0,0,20,1, ,8,0,0,26,44,7,1,0,0,9,0,2,18,0,0,0.229,0.25,0.371,0.621,7,3,0,3,X, , ,2,2,0, ,26,26,9,9,0,157,137,66,54,152,0,0,3,0,0,0,7,25,13,30,21,28,13,8,32,13,23,13,36,26,8,31,13,32,13,30,12,9,14,13,13,30,13,32,9,13,32,13,32,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEDARD,Erik,30,DET,L,L,197,1,0,-4,3,0,0,0,0,0,20,2, ,8,0,0,2,4,0,0,0,0,0,0,1,3,0,0,0.229,0.25,0.371,0.621,6,4,0,3,Y,W,G,3,0, , ,26,27,6,10,0,137,149,70,71,121,0,0,3,0,0,0,8,25,13,30,14,13,13,21,29,13,14,13,13,26,9,31,13,13,24,13,12,23,14,13,13,27,13,32,36,34,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELL,Rob,30,PIT,R,R,3579,1,0,-4,3,0,0,0,0,0,20,2,S,6,0,0,2,5,1,1,0,0,0,0,0,2,0,0,0.229,0.25,0.371,0.621,5,4,0,3, , , ,3,1,0, ,19,24,8,8,0,123,121,61,41,57,0,0,4,0,0,0,6,25,13,30,9,28,13,8,29,13,9,13,23,26,6,31,13,33,24,13,12,8,14,13,36,27,21,32,8,13,13,13,13,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
