ALOU,Moises,36,CHC,R,R,3318,8, , , , , , , ,2,34, , ,9,G35,SA2,132,484,133,23,1,15,0,0,47,61,8,0,0.275,0.339,0.419,0.758, , , , , , , , , , , , , , , , , , , , , , , ,J-2,778,100, ,0,25,14,30,10,12,30,7,28,13,8,32,9,26,0,31,14,33,24,40,29,8,14,27,9,27,17,32,8,13,24,26,31,13,35,0,1,7,6,6,1,6,6,1,6,6,1,6,1,7,1,6,1,6,7,1,6,1,6,6,1,7,6,6,1,6,6,6,6,2,8,1
ALVAREZ,Juan,29,f.a.,L,L, ,1, , , , , , , , ,20,2, ,9,N0,SA4,6,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,6,3,Y,W,L,0,0, , ,0,52,0,4,0,39.7,35,21,21,30,3,4.76,J-2, , ,196,8,25,13,30,13,12,13,21,28,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,29,13,30,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Tony,23,PIT,R,R, ,8, , , , , , , ,2,31, ,F,15,E26,SA2,14,26,8,2,0,1,1,0,3,5,1,0,0.308,0.379,0.5,0.879, , , , , , , , , , , , , , , , , , , , , , , ,J-4,46,100, ,6,25,14,30,11,12,30,8,28,13,10,27,9,26,6,31,14,33,28,13,29,8,14,29,9,27,16,32,8,13,40,13,32,13,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Victor,26,LA,L,L, ,1, , , , , , , , ,20,1, ,9,N0,SA4,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4, , ,Y,Z, ,0,0,0,0,1,4,0,1,0,10.3,9,5,2,7,0,4.35,J-4, , ,47,8,25,13,30,13,12,13,21,13,13,13,13,13,13,9,13,13,13,24,13,13,23,14,13,13,13,13,32,36,13,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVAREZ,Wilson,33,TB,L,L, ,1, , , , , , , , ,20,2,S,5,N0,SA3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,4,3,Y, ,L,2,3,0, ,10,23,2,3,1,75,80,44,36,56,4,5.28,J-3, , ,380,8,25,13,30,13,12,30,21,28,13,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,30,29,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEZAGA,Alfredo,25,ANA,R,R, ,6, , , , , , ,7, ,32, ,F,16,D26,SA3,12,13,7,2,0,0,0,0,0,1,1,0,0.538,0.538,0.692,1.231, , , , , , , , , , , , , , , , , , , , , , , ,J-4,21,100, ,6,25,23,30,11,12,13,7,39,13,11,24,10,26,6,31,8,33,24,8,29,7,14,24,10,27,18,32,8,13,24,9,24,9,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Brady,39,SD,L,L, ,8, , , , , , , ,2,30, ,F,15,E34,SA4,34,80,13,4,0,1,0,2,18,23,4,0,0.163,0.33,0.25,0.58, , , , , , , , , , , , , , , , , , , , , , , ,J-4,930,100, ,0,25,42,30,11,12,13,8,13,13,14,24,14,26,8,31,40,14,24,13,29,9,14,24,14,27,17,32,14,13,24,13,24,13,35,0,1,11,6,6,6,6,6,1,6,6,6,6,6,11,1,6,6,6,11,6,6,1,6,6,6,11,6,6,1,6,6,6,6,6,11,1
ANDERSON,Brian,30,CLE,B,L, ,1, , , , , , , , ,20,1,F,15,N0,SA0,36,43,5,1,1,0,5,1,0,9,0,0,0.116,0.136,0.186,0.322,4,3, , , ,Z,L,1,1, , ,24,35,6,11,0,156,174,83,32,81,1,4.79,J-3, , ,743,8,25,13,30,23,12,30,9,28,30,36,27,13,26,8,31,13,33,29,13,29,9,42,29,13,27,13,32,21,34,27,29,32,13,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Garret,30,ANA,L,L, ,8, , , , , , , ,2,32, , ,12,E24,SA2,158,638,195,56,3,29,0,0,30,80,6,4,0.306,0.337,0.539,0.876, , , , , , , , , , , , , , , , , , , , , , , ,J-0,978,100, ,0,25,13,30,8,12,30,0,28,30,8,32,9,26,0,31,9,14,24,13,29,0,40,29,8,27,17,32,7,34,32,26,31,13,35,1,1,11,6,6,5,6,6,1,6,6,6,6,6,11,1,6,6,6,6,6,6,2,6,6,6,11,6,6,4,6,6,6,6,6,6,1
ANDERSON,Jimmy,27,PIT,L,L, ,1, , , , , , , , ,20,2, ,9,N0,SA0,27,42,5,0,0,0,3,0,2,12,0,0,0.119,0.159,0.119,0.278,3,4, , , , , ,2,0,0, ,25,28,8,13,0,140.7,167,85,63,47,5,5.44,J-3, , ,723,8,25,13,30,23,12,30,9,28,13,36,27,13,26,8,31,13,33,29,13,29,9,14,29,13,27,13,32,21,34,30,27,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDERSON,Marlon,29,PHI,L,R, , , , , , ,6, , , ,30, ,F,15,G32,SA5,145,539,139,30,6,8,2,5,42,71,5,1,0.258,0.317,0.38,0.698, , , , , , , , , , , , , , , , , , , , , , , ,J-1,858,100, ,0,25,14,30,8,12,30,7,28,13,8,32,9,26,0,31,36,33,24,22,29,8,14,29,9,27,18,32,8,13,24,26,31,13,35,0,1,11,6,6,2,6,6,1,6,6,2,6,2,11,1,6,4,6,6,6,6,1,6,6,2,11,6,6,1,6,6,6,6,6,11,1
ANDERSON,Matt,26,DET,R,R, ,1, , , , , , , , ,20,2, ,7,N0,SA1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,1,3, ,W,G,3,0,0, ,0,12,2,1,0,11,17,11,8,8,2,9,J-4, , ,72,8,25,13,30,13,12,13,21,28,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREWS,Shane,31,f.a.,R,R, , , , , ,2, ,3, ,1,34, , ,8,N0,SA1,7,13,1,1,0,0,0,1,1,3,0,0,0.077,0.2,0.154,0.354, , , , , , , , , , , , , , , , , , , , , , , ,J-4,930,100, ,6,25,13,30,22,12,30,8,28,13,39,27,14,26,8,31,13,33,28,13,29,9,14,29,42,27,13,32,20,34,32,27,32,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPIER,Kevin,35,ANA,R,R,85,1, , , , , , , , ,20,2, ,7,N0,SA2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,9,3, , ,Y, , ,3,2,0, ,32,32,14,12,0,188.3,191,82,64,132,7,3.92,J-2, , ,910,8,25,13,30,13,12,13,21,28,13,13,13,13,26,9,31,13,13,13,13,13,23,14,13,13,13,13,32,36,13,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIAS,Alex,35,f.a.,R,R, , , , , , , ,3,6, ,32, , ,8,N0,SA1,6,7,0,0,0,0,0,0,1,2,0,0,0,0.125,0,0.125, , , , , , , , , , , , , , , , , , , , , , , ,J-4,930,100, ,8,25,13,30,14,12,30,8,28,13,20,27,39,26,8,31,13,33,24,13,29,9,14,29,13,27,13,32,9,34,32,26,31,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAS,Tony,25,MON,R,R,92,1, , , , , , , , ,20,2, ,7,N0,SA2,26,50,5,0,1,0,5,0,1,16,0,0,0.1,0.118,0.14,0.258,5,3, , ,Y, , ,3,0, , ,29,29,12,12,0,164.3,149,81,78,131,7,4.44,J-3, , ,800,8,25,13,30,36,12,30,9,28,13,13,27,13,26,8,31,13,33,27,13,29,21,14,29,13,27,13,32,23,34,29,13,32,13,35,0,2,7,2,7,2,7,2,2,2,7,2,2,2,7,2,7,2,2,7,2,7,2,2,2,2,7,2,7,2,2,2,2,2,2,8,2
ARROJO,Rolando,34,BOS,R,R, ,1, , , , , , , , ,20,1, ,7,N0,SA2,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,4,4,3,Y, ,G,2,2,0, ,8,29,4,3,1,81.3,83,45,27,51,6,4.98,J-3, , ,396,8,25,13,30,13,12,13,21,13,13,13,13,13,13,9,13,13,13,24,13,13,23,14,13,13,13,13,32,36,13,13,13,13,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROYO,Bronson,26,PIT,R,R, ,1, , , , , , , , ,20,1,S,6,N0,SA2,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4, , ,Y, ,H,0,0,0,0,4,9,2,1,0,27,30,12,15,22,0,4,J-4, , ,139,8,25,13,30,13,12,30,21,28,30,13,27,13,26,9,31,13,33,24,32,29,23,14,29,13,27,13,32,36,34,33,27,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASENCIO,Miguel,22,KC,R,R, , , , , , , , , , ,20,2, ,8,N0,SA2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4, , , ,W, ,3,0,0, ,21,31,4,7,0,123.3,136,70,64,58,3,5.11,J-3, , ,630,8,25,13,30,13,12,30,21,28,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,27,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHBY,Andy,35,LA,R,R,103,1, , , , , , , , ,20,2, ,12,N0,SA1,27,48,6,0,0,1,6,0,2,23,0,0,0.125,0.16,0.188,0.348,7,3, , , , , ,1,0,0, ,30,30,9,13,0,181.7,179,79,65,107,8,3.91,J-3, , ,877,8,25,13,30,23,12,13,9,28,13,36,13,13,26,8,31,13,33,27,13,29,9,14,13,13,27,13,32,21,34,13,13,13,13,35,0,1,7,1,7,1,7,1,1,1,7,1,1,1,7,1,7,1,1,7,1,7,1,1,1,1,7,1,7,1,7,1,1,7,1,8,1
ASTACIO,Pedro,33,NYM,R,R,106,1, , , , , , , , ,20,2, ,12,N0,SA0,30,62,10,2,0,0,6,1,0,31,0,0,0.161,0.175,0.194,0.368,4,3, , ,Y, ,L,1,1, , ,31,31,12,11,0,191.7,192,102,63,152,16,4.79,J-3, , ,931,7,25,13,30,9,12,13,8,28,13,21,13,22,13,8,31,13,13,13,13,29,8,36,13,23,27,13,32,9,13,13,13,13,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURILIA,Rich,31,SF,R,R,111,6, , , , , , ,8, ,32, , ,10,E14,SA0,133,538,138,35,2,15,3,4,37,90,1,2,0.257,0.309,0.413,0.722, , , , , , , , , , , , , , , , , , , , , , , ,J-2,837,100, ,0,25,14,30,8,12,32,0,28,13,8,13,9,26,0,31,22,33,24,23,29,8,14,13,9,27,20,32,8,13,24,26,31,39,35,0,1,7,6,7,1,6,6,1,6,6,1,6,6,7,1,7,6,6,7,6,6,1,6,6,2,7,6,7,1,6,6,6,6,6,7,1
AUSMUS,Brad,33,HOU,R,R,113,2,9,1,1, , , , , ,34, , ,12,E16,SA3,130,447,115,19,3,6,2,6,38,71,2,3,0.257,0.324,0.353,0.677, , , , , , , , , , , , , , , , , , , , , , , ,J-2,719,100, ,0,25,22,30,8,12,24,7,28,13,9,24,14,26,7,31,36,14,24,38,29,8,14,24,9,27,18,32,8,13,24,13,24,13,35,0,1,6,6,6,1,6,6,1,6,6,2,6,2,6,1,6,3,6,6,5,6,1,6,6,2,6,6,6,1,6,6,6,6,6,7,1
AUSTIN,Jeff,26,KC,R,R, ,1, , , , , , , , ,20,1, ,9,N0,SA2,2,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,3,3, , ,H,3,2,0,0,0,10,0,0,0,11,14,6,6,6,0,4.91,J-4, , ,64,8,25,13,30,13,12,13,21,28,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEN,Bruce,31,TOR,R,R, , , , , , , , , ,2,31, , ,13,D26,SA2,7,17,2,0,0,0,0,0,4,4,1,0,0.118,0.286,0.118,0.403, , , , , , , , , , , , , , , , , , , , , , , ,J-4,930,100, ,8,25,24,30,11,12,24,9,28,31,14,24,14,26,9,31,13,14,24,13,29,16,14,24,14,27,13,32,40,34,24,13,24,13,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYBAR,Manny,30,SF,R,R, , , , , , , , , , ,20,1, ,11,N0,SA2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,3,Y,Z,G,0,0, , ,0,15,1,0,0,14.3,16,4,3,11,1,2.51,J-4, , ,69,8,25,13,30,13,12,30,21,28,29,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,32,27,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACKE,Brandon,24,TB,R,R, , , , , , , , , , ,20,1, ,8,N0,SA1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,1,3, ,W,M,0,0,0, ,0,9,0,0,0,13,15,10,7,6,2,6.92,J-4, , ,76,8,25,13,30,13,12,13,21,28,13,13,13,13,26,9,31,13,33,24,13,29,23,14,13,13,27,13,32,36,34,29,13,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACSIK,Mike,25,NYM,L,L,124,1, , , , , , , , ,20,1, ,7,N0,SA4,11,18,2,1,0,0,3,0,0,3,0,0,0.111,0.111,0.167,0.278,4,4, , , ,Z,L,0,1,0, ,9,11,3,2,0,55.7,63,27,19,30,4,4.37,J-4, , ,278,6,25,13,30,23,12,30,8,28,30,36,32,13,26,8,31,13,33,29,13,29,9,14,30,13,27,13,32,21,34,32,30,32,13,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAERGA,Carlos,26,LA,B,R, ,4, , , , ,6,3, , ,29, ,S,6,E35,SA0,73,182,52,11,0,2,1,2,7,20,6,0,0.286,0.319,0.379,0.698, , , , , , , , , , , , , , , , , , , , , , , ,J-3,302,100, ,0,25,22,30,11,12,30,7,28,13,8,24,9,26,0,31,9,14,24,13,29,8,36,32,8,27,21,32,8,34,24,26,31,13,35,0,1,7,6,6,6,7,6,1,6,6,6,6,6,7,1,6,6,6,8,6,7,5,6,6,6,7,6,6,6,6,6,6,6,6,8,1
BAEZ,Danys,25,CLE,R,R, , , , , , , , , , ,20,1,S,6,N0,SA2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3, , ,Y,W,G,3,2, , ,26,39,10,11,6,165.3,160,81,82,130,9,4.41,J-2, , ,822,8,25,13,30,13,12,30,21,28,29,13,27,13,26,9,31,13,33,24,13,29,23,14,29,13,27,13,32,36,34,32,27,32,13,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGWELL,Jeff,34,HOU,R,R,126,3, , , ,4, , , , ,28, ,F,15,F27,PL3,158,571,166,33,2,31,0,10,101,130,7,3,0.291,0.406,0.518,0.925, , , , , , , , , , , , , , , , , , , , , , , ,J-0,995,100, ,0,25,14,30,8,12,13,0,22,13,8,13,9,26,0,31,37,14,24,14,29,8,14,13,9,27,19,32,8,13,24,14,13,41,35,1,1,7,6,11,1,6,6,1,6,6,2,6,6,7,1,11,6,6,11,6,6,1,6,6,6,7,6,11,1,6,6,6,6,6,7,1
